src_ip,dst_ip,protocol,src_port,dst_port,bytes_sent,bytes_received,duration,packet_count,attack_type
199.242.183.146,104.148.79.203,UDP,14687,54412,6757,8595,213,96,icmp_flood
151.181.103.204,90.255.157.203,ICMP,53814,21315,5901,1158,490,125,normal
134.177.101.98,35.212.175.239,ICMP,20007,18726,1606,7769,413,112,normal
11.31.101.9,204.228.250.254,UDP,59110,29999,9238,2448,167,26,normal
31.7.128.44,174.36.142.25,TCP,17734,47046,4559,9765,523,65,normal
36.183.88.209,141.98.131.66,UDP,50419,20774,8718,6000,288,100,normal
87.194.145.111,172.121.225.12,TCP,50231,15182,7929,8358,290,140,normal
135.192.155.15,16.153.65.37,UDP,46162,54321,5874,355,117,93,normal
191.113.211.15,210.82.114.193,UDP,18721,37412,3246,9880,315,40,brute_force
75.197.49.136,11.123.106.222,UDP,3085,13716,117,1002,55,65,normal
76.125.162.59,37.191.125.126,ICMP,1894,28305,6012,8004,289,72,normal
164.46.58.58,109.43.209.195,TCP,6465,17291,3995,4059,537,130,icmp_flood
196.3.95.115,112.97.57.81,TCP,34645,50721,404,8058,247,29,normal
83.193.26.130,232.62.52.12,ICMP,58120,47208,2605,9036,47,113,port_scan
23.94.91.86,42.120.18.95,UDP,21943,35643,1806,5363,430,46,normal
172.182.113.251,191.228.5.11,ICMP,59457,48807,8575,8234,21,144,normal
169.203.109.152,71.14.49.238,ICMP,61106,33083,9572,9690,200,21,normal
143.216.235.51,18.79.178.105,ICMP,36969,23368,127,5120,71,135,normal
140.157.166.63,177.26.111.189,UDP,20211,57187,3262,1579,454,136,normal
35.39.253.71,138.232.117.213,TCP,25157,17082,2168,3635,417,121,normal
17.70.142.104,54.215.48.223,UDP,22240,60304,9364,3224,545,44,normal
225.65.74.175,165.89.20.6,TCP,13979,24467,9718,6379,428,53,normal
75.69.38.176,20.198.252.111,ICMP,48916,15734,4564,160,384,68,normal
250.86.161.234,3.194.55.54,UDP,42315,17698,1711,6705,64,88,normal
149.204.174.91,90.97.196.51,TCP,23117,45393,4453,9736,483,95,normal
63.35.56.231,237.131.184.191,UDP,25313,4457,583,9619,305,57,normal
78.27.56.140,144.202.237.10,ICMP,47670,11250,8262,1574,238,57,normal
241.98.246.89,15.215.123.36,ICMP,62488,32139,5006,7307,515,29,normal
171.137.90.90,191.39.221.165,UDP,52924,31300,9695,9137,194,2,normal
153.118.125.98,172.35.235.64,TCP,52297,32907,3293,467,75,2,ddos
29.17.186.34,39.228.221.70,UDP,46160,27750,6269,2349,414,81,normal
232.134.79.7,110.251.114.243,TCP,48068,19551,1179,2428,5,115,normal
236.59.141.217,54.115.20.24,TCP,26105,31019,9795,5906,351,24,normal
14.49.72.190,103.41.145.250,TCP,48499,51166,6936,9807,453,69,normal
65.50.172.7,146.244.150.116,TCP,24233,51582,7885,2028,376,147,normal
81.109.65.76,22.252.148.174,ICMP,17705,62976,2742,9842,154,22,icmp_flood
145.169.80.214,96.30.133.42,TCP,42089,39311,4585,7924,590,140,normal
207.231.152.95,69.246.46.189,ICMP,56222,47584,354,2555,179,143,normal
229.147.2.118,48.10.112.177,TCP,43051,59308,1147,8393,564,95,normal
166.101.148.163,234.84.11.150,TCP,2684,12594,3807,9739,110,89,normal
238.117.88.170,234.201.205.59,ICMP,15308,23448,2316,5825,338,150,normal
44.70.220.215,43.37.59.152,TCP,48371,48334,4065,7510,592,110,normal
116.199.171.205,196.26.245.150,UDP,58935,34988,8518,9680,477,144,normal
8.190.141.110,224.243.2.112,TCP,26209,2923,7532,3609,569,121,normal
208.74.117.183,212.173.212.109,UDP,15112,39607,1481,4474,388,117,normal
143.40.190.11,93.231.32.78,UDP,36128,60186,5277,8114,395,81,port_scan
100.60.229.134,83.112.200.177,UDP,33133,13014,7712,8877,580,19,normal
230.15.238.90,173.59.147.74,UDP,46949,51077,1925,9839,562,138,normal
62.174.101.142,195.200.148.164,UDP,18632,30993,523,3399,289,39,normal
36.139.156.11,255.3.165.22,UDP,58480,1664,3495,5336,181,111,normal
228.202.245.193,75.129.154.135,ICMP,21736,8629,2316,8552,17,117,icmp_flood
48.58.245.210,173.104.16.137,ICMP,63218,32356,4199,4448,497,48,normal
119.62.179.229,22.66.212.100,UDP,40615,4815,4374,6974,280,99,ddos
236.255.191.61,16.49.66.247,UDP,36142,1948,1942,7847,324,128,normal
253.188.130.120,55.31.11.26,TCP,23671,2231,553,4503,570,148,normal
142.104.78.252,252.191.240.255,ICMP,18864,33757,7827,8821,580,102,normal
166.96.247.143,1.10.45.66,ICMP,6905,20307,8998,2914,270,15,normal
218.72.180.11,153.116.231.179,ICMP,59805,34677,4197,8005,547,124,normal
89.39.145.181,55.80.128.254,UDP,29121,54796,7064,2141,554,97,normal
186.104.141.22,81.105.251.155,UDP,34891,23789,9850,6011,20,97,normal
188.229.108.40,134.151.223.77,TCP,23366,49648,6252,2230,168,118,normal
236.21.203.112,181.160.130.92,TCP,12689,16052,8521,8569,583,45,normal
224.155.221.47,43.214.142.34,ICMP,28092,28241,9154,1072,328,89,normal
247.252.112.35,114.213.122.104,TCP,19742,46655,7734,9661,336,74,normal
200.38.115.254,253.207.119.89,UDP,20311,18066,7416,9282,275,117,normal
122.76.134.240,252.148.103.229,UDP,38191,14340,3489,2546,190,41,normal
123.172.116.232,196.129.32.124,ICMP,63225,36918,6689,1898,115,92,normal
190.7.159.84,202.3.118.27,ICMP,57209,61749,1700,7483,291,31,normal
49.33.146.210,186.53.127.138,UDP,30826,52593,7141,5287,316,73,normal
3.128.30.101,194.249.125.167,ICMP,26023,64080,8404,3431,594,15,normal
22.13.240.5,191.15.79.144,UDP,25705,7041,956,7330,175,10,normal
221.195.1.127,240.240.98.90,TCP,11301,53367,4974,3942,104,54,normal
246.169.126.233,162.213.57.205,TCP,13725,63716,4515,5615,360,77,normal
32.108.44.231,211.218.166.192,UDP,49574,49293,7003,412,191,140,normal
163.180.70.5,255.50.185.205,UDP,43710,37031,9020,5955,456,61,normal
7.28.203.165,2.146.227.202,ICMP,7380,27271,1057,8899,435,149,normal
146.229.220.141,124.131.235.76,ICMP,7498,18026,2263,4206,377,61,normal
192.84.76.155,156.85.22.18,UDP,21777,5107,2562,9571,15,42,normal
121.36.49.223,231.6.65.18,TCP,26521,50551,3131,7578,12,32,normal
191.107.247.221,16.208.197.67,TCP,29023,41583,9145,1278,570,108,normal
24.147.255.88,95.84.145.138,ICMP,1908,8608,6406,1756,531,122,normal
26.194.210.15,42.98.134.110,UDP,14537,33936,5541,4505,112,104,normal
227.158.61.55,32.213.184.168,ICMP,44546,10213,4887,7651,460,117,ddos
15.33.115.5,182.129.76.109,UDP,11046,35898,9717,8545,530,27,normal
239.246.150.30,188.202.254.181,UDP,44212,47121,5117,4029,17,27,normal
245.253.114.20,134.178.13.12,UDP,12580,24540,7535,8367,104,98,normal
193.145.171.115,108.203.40.32,UDP,50697,10054,6150,5210,104,122,normal
89.174.217.213,180.73.129.229,TCP,60031,26998,1149,6356,574,53,normal
198.96.177.238,224.253.184.114,TCP,10528,12122,688,8710,204,47,normal
122.237.113.241,207.230.221.188,TCP,24138,13238,8302,468,424,141,normal
141.113.74.106,147.58.186.214,TCP,44200,19045,7827,5572,192,10,normal
35.24.27.229,85.107.19.100,ICMP,24579,10563,5087,1086,88,135,icmp_flood
206.220.9.175,7.109.237.127,UDP,9035,2629,825,2968,578,28,normal
193.216.245.223,16.63.121.103,UDP,30816,53935,6396,6517,122,60,normal
25.175.96.169,215.205.35.139,TCP,24803,8651,6594,4905,191,53,normal
124.254.234.109,32.30.185.231,UDP,12510,22123,4624,3236,420,41,normal
130.160.37.254,57.13.122.33,TCP,63808,49964,864,7326,267,37,normal
214.141.152.153,39.68.226.166,TCP,20496,38893,7279,599,97,68,normal
255.240.228.111,4.40.33.185,UDP,41860,46406,1849,8351,339,36,normal
30.159.168.89,186.192.72.1,UDP,28227,45129,6534,322,199,84,normal
151.114.197.215,164.14.181.168,ICMP,15185,1560,3935,1031,262,50,icmp_flood
33.124.22.135,51.139.172.50,UDP,57807,13978,2985,8143,317,94,normal
31.108.115.80,144.114.62.96,UDP,53540,18899,4066,6211,460,100,normal
182.32.182.50,141.179.254.66,ICMP,44505,33689,1555,5270,560,9,normal
195.160.97.8,255.248.241.252,TCP,57547,41956,8834,4027,559,26,normal
188.70.9.62,68.70.234.203,TCP,26611,15190,816,4639,123,28,normal
86.7.217.10,96.139.199.147,UDP,57016,26647,4789,6134,447,26,normal
128.104.25.38,7.236.164.140,ICMP,47495,45516,8159,4776,106,59,normal
127.92.125.104,130.116.116.177,TCP,47156,30896,3023,7906,523,130,normal
199.207.50.231,2.224.183.153,UDP,6721,20271,8014,1091,485,141,normal
201.153.150.75,228.52.177.37,TCP,31129,42379,6459,3827,434,117,normal
222.108.213.72,129.231.6.240,UDP,32144,30556,3738,8562,112,52,normal
95.234.234.194,91.246.28.94,ICMP,64471,52211,4407,5919,317,38,normal
222.122.102.25,116.223.67.4,ICMP,45319,59703,591,826,104,23,normal
88.241.188.158,160.192.179.217,UDP,44471,39960,7090,9199,241,73,normal
8.174.206.20,206.119.77.56,UDP,24066,4067,2634,5092,423,24,normal
236.170.139.124,77.208.167.246,TCP,1155,39240,8476,2979,61,8,normal
7.28.222.167,95.86.200.43,ICMP,39202,44748,6694,6697,243,47,normal
208.139.43.185,39.13.72.18,UDP,15535,15357,5809,6711,550,36,normal
173.65.137.44,1.20.166.230,ICMP,2475,59850,245,8066,371,127,normal
189.15.170.63,255.178.39.78,UDP,49342,46190,2967,1350,573,2,normal
120.250.179.116,48.110.116.70,ICMP,1481,19800,3064,8531,158,105,normal
184.97.103.152,2.249.86.174,UDP,62916,23789,4592,314,568,24,normal
252.84.212.32,100.232.225.194,ICMP,9421,47366,7564,6157,579,25,normal
29.21.7.151,107.35.104.247,ICMP,48422,37532,1991,5486,35,50,normal
104.170.180.49,169.145.214.56,TCP,50951,36587,9041,3930,244,96,normal
101.147.194.40,183.95.35.92,ICMP,22284,15799,3898,4534,337,105,normal
6.133.21.249,62.116.54.212,TCP,32685,11043,7443,9178,52,47,icmp_flood
186.94.53.136,176.169.119.76,TCP,23193,48090,2231,1232,86,94,normal
62.232.189.44,61.35.158.3,UDP,51283,26347,7995,3366,105,51,normal
167.206.18.152,128.249.238.57,TCP,41032,48071,8976,7396,138,88,normal
213.46.249.14,74.245.56.52,ICMP,8609,24688,8821,1449,486,125,normal
152.56.127.133,37.74.102.255,TCP,61677,3824,3748,8051,182,74,normal
44.187.140.151,173.231.150.55,TCP,3675,1958,1198,6878,374,55,normal
231.107.29.27,31.59.87.247,UDP,15695,12877,8437,5841,237,65,normal
7.194.211.64,74.62.211.145,ICMP,12210,28456,3427,688,437,5,normal
166.50.71.70,72.8.76.19,ICMP,32134,15570,7174,5473,37,115,port_scan
191.87.17.111,130.212.180.222,UDP,35596,14859,4303,8377,77,71,normal
41.122.207.119,134.110.253.38,ICMP,2154,13922,9360,9570,178,117,normal
205.127.143.130,79.49.150.74,ICMP,14379,57394,3878,3806,379,48,normal
86.212.178.122,107.227.30.51,TCP,57266,14615,1523,3730,24,92,normal
185.151.46.243,243.61.50.195,TCP,19355,5639,8739,9614,493,12,normal
36.46.220.44,213.92.50.64,UDP,5973,4306,6360,5943,155,46,normal
226.250.62.144,126.209.87.27,ICMP,34860,61640,7234,1426,554,123,normal
36.117.98.213,57.118.152.143,ICMP,57647,9570,1541,9681,218,77,normal
50.59.97.217,119.162.199.161,TCP,31707,53550,9837,6599,361,85,normal
131.68.160.164,184.205.79.81,TCP,29786,8530,9444,4964,272,97,normal
151.232.6.87,243.85.120.59,UDP,35280,31394,6922,7310,377,63,normal
158.116.29.3,216.160.240.79,ICMP,4384,47145,2505,9243,238,20,normal
126.106.106.110,104.248.130.249,TCP,53986,35622,9380,2549,407,8,normal
155.43.184.23,8.57.40.252,TCP,7907,5060,4788,7538,571,132,normal
25.43.50.136,230.59.58.31,TCP,13726,36944,5334,3356,107,58,normal
18.197.222.78,133.30.251.115,TCP,40644,23112,3216,4424,128,103,normal
203.101.9.76,188.218.108.145,ICMP,26171,3537,7991,3960,461,24,normal
48.11.191.240,227.61.201.66,TCP,50813,42310,5962,8966,471,55,normal
193.204.181.26,160.137.144.194,UDP,43112,23401,4555,3575,230,5,ddos
183.235.82.210,69.131.171.153,ICMP,27447,6331,637,7236,392,56,normal
158.50.23.238,175.242.18.4,UDP,43166,34218,2836,8953,109,30,normal
68.39.219.249,83.119.189.103,TCP,12191,43242,7004,9654,452,106,normal
235.193.84.130,249.127.76.158,UDP,8253,52579,1704,7370,168,54,normal
81.245.123.188,84.65.132.244,UDP,51276,32185,9957,791,177,134,normal
29.209.145.97,202.212.186.88,ICMP,33301,23126,4913,5162,282,99,normal
152.161.232.163,189.189.149.234,UDP,33406,37803,5396,2278,275,58,normal
42.187.39.176,208.48.10.59,TCP,18539,31085,1812,4254,421,142,normal
32.81.70.219,138.36.165.232,UDP,51571,4507,714,8278,570,119,normal
8.240.90.56,133.6.34.134,UDP,29967,10580,2735,1418,512,61,normal
186.245.205.73,18.200.31.53,UDP,49902,40302,266,4942,396,48,normal
124.101.171.251,30.98.17.89,ICMP,38894,55281,9041,7685,337,105,normal
1.14.124.98,28.134.54.211,ICMP,6470,37078,1172,8361,237,108,normal
225.123.121.227,247.146.173.88,TCP,29583,56042,2546,3290,278,52,normal
38.205.204.28,128.168.4.253,UDP,7357,27619,3975,1195,41,46,normal
130.255.19.122,28.217.18.88,ICMP,23403,1644,6685,5628,230,114,normal
226.95.228.97,136.59.238.117,TCP,13376,41818,3765,7074,506,16,normal
17.148.123.245,120.119.168.121,TCP,31043,20590,9691,9479,203,146,normal
134.72.156.174,147.24.176.158,TCP,52533,58050,9634,2974,404,115,normal
231.79.235.114,2.54.159.171,ICMP,5944,48050,8722,5052,311,49,normal
114.213.172.57,222.73.54.74,UDP,16695,26792,1277,5602,246,117,normal
104.199.29.75,190.69.70.47,ICMP,65255,8824,8430,1017,215,29,normal
204.222.221.49,190.155.81.158,TCP,60422,65530,3858,6861,370,68,normal
149.199.158.240,133.134.225.245,UDP,15496,49073,9202,3701,556,88,normal
13.213.120.112,68.135.48.129,UDP,16510,51831,6332,8807,487,129,port_scan
106.34.145.145,42.106.247.40,ICMP,36121,24182,3932,7014,449,58,normal
23.29.82.160,123.156.144.253,UDP,55753,47544,4251,4562,325,89,normal
251.10.88.25,8.184.194.206,ICMP,48239,21065,8199,7175,479,100,normal
108.117.53.11,235.237.170.190,UDP,12992,4112,6809,8300,35,128,normal
187.185.21.128,82.115.134.67,TCP,61287,57145,7368,8577,319,147,normal
151.104.108.193,28.162.227.246,TCP,58879,22886,9698,3028,284,115,normal
16.236.6.8,90.92.134.38,TCP,41572,6986,9727,1398,23,31,normal
209.107.110.241,206.133.197.189,TCP,29521,35579,6499,6742,561,57,normal
114.15.114.240,170.67.90.46,ICMP,33713,13280,1717,7875,422,60,normal
134.210.165.114,97.251.133.200,UDP,7699,24000,9710,8253,433,89,normal
245.21.159.242,62.187.11.178,ICMP,40989,29329,2326,1293,384,29,normal
247.108.242.83,18.150.208.246,UDP,53120,15365,7179,6595,140,21,normal
19.134.102.56,118.208.216.89,UDP,9941,35864,4917,4331,168,63,normal
157.230.155.200,189.95.27.80,UDP,54274,59311,2556,4906,149,44,normal
10.165.16.159,108.247.21.24,UDP,36412,6200,9282,1299,91,27,normal
165.171.26.214,144.92.248.188,ICMP,55740,61349,1324,8883,565,89,normal
232.230.100.186,224.41.17.158,ICMP,53747,64190,9486,4025,26,118,normal
203.147.95.196,19.69.127.142,UDP,8275,24028,2643,7635,553,62,normal
232.116.113.90,39.242.193.82,UDP,46598,25879,5050,5442,109,36,normal
9.199.155.27,207.167.185.80,ICMP,1610,6218,3904,2682,8,97,normal
167.34.117.50,172.34.164.238,UDP,28315,29823,7968,9171,598,87,normal
67.60.186.48,6.171.72.162,ICMP,13612,52073,3384,1572,564,54,port_scan
130.176.255.45,114.17.167.105,TCP,54277,29999,5870,6029,575,125,normal
171.139.249.108,126.100.228.204,TCP,2244,11384,1963,1862,442,81,normal
16.200.187.43,52.218.11.130,ICMP,41001,62510,7023,2485,59,4,normal
224.207.30.223,38.81.93.229,UDP,35371,25330,9486,7739,266,125,normal
251.65.65.241,8.179.69.235,TCP,3530,61574,7822,8464,224,146,normal
187.232.42.195,10.78.120.62,TCP,14748,64184,362,8593,372,114,normal
231.71.41.153,211.30.253.174,UDP,24090,6157,5945,2974,331,114,normal
209.67.161.25,102.18.173.169,TCP,31192,18910,3375,4305,196,73,normal
224.179.18.97,129.112.219.26,TCP,59900,44185,3264,2885,79,76,normal
24.40.32.45,191.250.6.141,UDP,13288,48237,1755,7696,416,39,normal
145.107.221.239,126.209.197.76,TCP,13964,3241,3621,8325,290,6,normal
202.229.41.231,91.177.199.90,ICMP,32903,35234,5630,2966,83,82,ddos
189.244.177.70,89.110.252.35,UDP,31357,35038,2952,3289,328,150,normal
46.179.164.180,168.48.36.126,ICMP,40085,45143,5620,3442,477,144,normal
221.167.231.52,199.55.171.83,UDP,12965,17673,8494,5076,195,35,normal
230.69.196.23,238.247.185.58,ICMP,33225,41776,4281,3534,31,146,normal
145.58.74.157,181.78.159.68,UDP,42022,61413,8439,6992,532,55,normal
80.163.22.185,196.43.23.69,UDP,52884,43824,6530,6412,558,44,normal
144.106.83.226,176.127.15.102,UDP,42071,3046,5415,4050,115,62,normal
3.162.83.61,168.125.50.61,TCP,21097,2232,9320,9662,382,110,normal
14.142.227.111,40.196.208.237,ICMP,20765,50981,756,4231,463,4,normal
87.161.97.153,236.11.8.155,ICMP,59272,48631,1147,6493,336,98,brute_force
3.159.121.17,35.203.1.101,TCP,26931,39464,7395,2686,513,28,normal
252.160.149.191,80.169.247.88,ICMP,22975,29561,6230,9113,285,30,normal
210.204.157.108,227.94.3.85,TCP,20460,27508,1530,9629,362,99,normal
95.230.173.246,59.149.56.113,UDP,3901,58848,2338,216,302,132,normal
67.110.208.69,211.171.193.17,TCP,22446,27155,8516,7789,400,105,normal
162.238.27.233,153.253.247.48,ICMP,23084,61943,7687,2740,161,118,normal
250.103.245.245,74.125.97.221,ICMP,41196,62277,6803,5692,467,21,normal
2.221.146.180,82.249.251.150,UDP,23465,45516,1216,5764,360,104,normal
170.178.13.173,111.133.169.25,UDP,59330,21180,9703,4539,265,54,ddos
208.228.13.13,167.222.207.103,UDP,61840,30176,8834,2837,465,115,normal
125.136.12.129,100.59.38.215,ICMP,10024,18360,8670,1832,345,40,normal
140.91.50.169,62.71.95.163,TCP,19594,41964,9000,1094,102,21,normal
181.13.125.63,160.113.106.25,ICMP,33951,48917,9623,3167,568,84,normal
96.87.43.223,186.59.5.15,TCP,63464,29305,6823,9598,69,53,normal
170.209.156.22,55.41.47.208,TCP,24444,61259,8859,8056,271,90,normal
142.250.30.202,111.167.20.246,TCP,46262,35665,448,5150,121,19,normal
213.64.132.203,4.182.196.247,UDP,61844,43700,830,2366,292,91,normal
81.42.70.131,170.147.11.214,UDP,21474,57962,3904,1098,74,83,normal
156.84.218.3,159.199.164.95,TCP,3108,60103,280,3335,18,20,icmp_flood
13.164.206.74,225.112.36.210,ICMP,27411,59833,7260,9907,226,108,normal
19.29.237.239,56.72.146.65,TCP,64664,64480,187,2670,187,93,normal
72.70.182.139,34.174.62.247,UDP,60288,36832,9482,1978,255,24,normal
6.53.197.202,79.10.5.188,ICMP,20771,60375,5819,1467,508,139,normal
111.255.11.175,218.115.101.250,UDP,11999,47180,3309,6566,372,51,normal
184.165.2.108,117.107.134.176,TCP,33505,27041,9479,1387,494,38,normal
96.148.148.243,252.156.58.203,UDP,53376,53891,5471,1733,131,43,normal
159.251.97.96,241.9.185.80,UDP,48957,53869,7114,5338,512,115,normal
103.240.103.220,34.154.103.22,UDP,54999,37883,7338,4274,352,56,normal
146.184.109.234,109.162.89.170,ICMP,51437,10708,2397,5294,72,56,normal
213.200.132.117,148.214.104.131,ICMP,6279,16117,6917,1839,577,126,normal
173.62.48.51,18.217.63.47,ICMP,36296,18065,5667,8377,301,89,normal
202.17.41.178,207.76.29.223,TCP,41080,54242,9059,4965,405,121,normal
209.2.139.18,31.105.197.10,UDP,55264,61185,6054,7928,564,126,normal
224.167.243.254,8.197.209.88,TCP,11477,414,8329,5804,193,49,normal
2.1.55.84,123.58.34.242,UDP,20550,8523,3734,827,152,141,normal
236.166.112.226,184.47.144.99,ICMP,51295,29091,6871,8266,521,49,normal
171.47.177.28,70.7.105.62,TCP,11501,57357,5588,5900,294,127,normal
135.204.106.99,251.240.83.68,TCP,25812,46840,8713,881,461,3,normal
103.227.245.87,215.178.221.235,TCP,43086,21452,6236,9815,310,128,normal
40.153.115.254,1.16.18.195,TCP,38212,14306,708,176,505,86,normal
248.18.134.198,204.60.88.125,UDP,38298,18197,5301,1624,232,86,normal
37.82.91.252,181.165.58.96,TCP,6226,47141,4982,3362,422,129,normal
32.6.243.201,145.58.150.102,ICMP,36065,27379,549,5707,11,144,normal
201.172.196.111,138.84.103.220,UDP,50696,6002,9240,1059,361,34,normal
50.252.125.222,245.55.69.253,ICMP,60225,6252,8743,6492,108,43,normal
127.217.115.11,228.48.58.71,TCP,58580,54560,1053,8154,329,145,brute_force
254.235.42.44,117.27.97.7,ICMP,45628,58678,9052,2496,176,20,normal
55.217.34.81,217.162.156.205,TCP,1610,48895,7909,4611,70,101,normal
8.42.213.101,116.124.10.238,UDP,46898,28103,4123,3780,329,104,normal
120.94.16.184,103.247.66.76,UDP,12228,26617,2023,1787,453,149,normal
64.9.144.86,124.118.200.211,ICMP,56607,17168,9270,5670,48,9,normal
121.135.8.51,11.31.191.231,UDP,40822,50052,4595,2167,187,63,normal
178.220.236.188,251.121.232.210,ICMP,13485,20231,4597,6274,137,28,normal
250.104.16.5,87.219.152.120,ICMP,55148,39110,6068,2354,76,6,normal
16.147.45.19,87.115.246.231,UDP,30877,11560,2164,7759,395,84,normal
198.166.90.56,30.246.55.65,ICMP,38478,17016,4610,2809,225,116,normal
66.24.151.63,176.21.63.148,TCP,54761,44522,2751,9434,33,13,normal
69.176.29.147,58.118.115.193,ICMP,26132,46706,5305,8589,497,58,normal
104.149.254.208,254.221.8.40,UDP,16967,9320,1374,8353,238,27,normal
164.194.35.164,74.81.90.247,ICMP,30957,32251,5309,4527,393,104,normal
224.67.119.59,163.71.154.78,TCP,46005,42516,7564,8929,40,83,normal
14.254.56.143,41.238.126.16,ICMP,30542,14684,2286,3393,75,132,normal
220.119.25.231,45.106.155.110,ICMP,41946,51169,5247,689,198,92,normal
38.29.138.229,105.107.149.229,UDP,8560,8772,8660,4875,395,150,normal
74.195.32.109,145.177.4.246,ICMP,44304,47116,2942,9145,372,143,normal
249.133.166.188,104.24.29.61,UDP,14124,33245,9333,7002,275,125,normal
104.199.60.60,220.56.212.80,UDP,51601,15643,8984,2244,521,110,normal
91.146.49.156,87.253.210.156,ICMP,11800,60358,4581,6002,239,67,normal
161.37.187.239,143.151.16.59,TCP,55467,33539,8933,3066,68,94,ddos
133.167.74.232,119.149.209.201,TCP,28806,16567,1345,753,150,25,icmp_flood
26.250.206.176,171.219.137.245,UDP,48888,54773,5874,1049,450,101,normal
150.217.28.55,182.198.207.143,ICMP,63092,23847,9913,1876,9,16,normal
229.142.136.170,86.35.163.8,UDP,31702,54604,112,3470,559,31,normal
7.197.110.192,146.184.225.10,UDP,26257,63935,2509,4010,279,121,port_scan
169.154.232.219,203.255.140.23,UDP,36663,62977,8365,4478,241,1,normal
3.7.45.212,193.13.234.239,TCP,32402,4899,4217,6545,335,145,normal
14.162.197.123,54.78.86.124,UDP,63905,31145,2049,431,289,100,normal
52.223.100.235,99.15.13.232,UDP,11254,44470,1581,7767,129,143,normal
7.20.193.15,218.44.15.133,TCP,13635,40115,8383,4489,599,141,normal
92.146.134.97,145.193.62.227,ICMP,29753,50632,2004,883,524,16,icmp_flood
208.11.197.71,22.153.74.104,UDP,24644,26057,8304,8024,500,42,normal
52.25.153.235,34.73.23.136,ICMP,23313,52544,8010,5101,454,49,normal
17.214.193.229,25.192.145.82,UDP,1918,31444,6742,2503,341,6,normal
5.140.84.219,252.53.148.25,UDP,39255,39190,3524,9791,201,4,normal
120.18.223.112,136.252.5.107,UDP,54901,63183,5552,3758,234,43,normal
18.42.223.93,158.148.128.86,ICMP,45765,10804,5392,4961,596,11,normal
244.196.238.151,230.135.25.146,UDP,54397,59578,9806,6522,578,95,normal
86.80.244.191,233.42.205.20,ICMP,60483,55279,6425,7796,334,149,brute_force
255.221.135.10,199.221.222.124,TCP,43275,22318,6804,8685,249,75,normal
106.33.240.148,212.38.128.79,TCP,45628,36489,4139,4846,500,107,normal
252.75.130.200,240.124.206.28,TCP,55450,19300,6277,1665,565,112,normal
245.127.97.77,15.123.30.254,TCP,38050,7321,366,6286,464,17,normal
133.97.139.175,90.219.9.146,UDP,1669,6691,2745,3359,196,28,normal
120.67.172.223,28.211.202.67,UDP,42322,9154,894,1570,323,132,normal
12.187.99.224,241.139.247.170,UDP,24719,17186,4043,4744,468,33,normal
141.57.111.38,151.25.206.237,UDP,7778,45818,2652,6836,14,124,normal
231.91.159.104,102.12.49.112,ICMP,47160,3316,4348,7406,194,58,normal
212.28.16.220,130.207.86.214,UDP,31930,1589,5146,554,423,67,normal
15.147.146.106,247.138.35.15,TCP,5666,27752,7959,3899,319,19,normal
165.157.209.186,174.166.8.62,ICMP,42336,6119,2985,8188,169,135,normal
117.47.130.208,185.46.69.242,ICMP,43997,7631,4555,3205,474,78,normal
195.77.49.116,41.51.68.84,UDP,15142,22448,3618,2449,325,55,normal
47.208.161.49,78.177.190.230,ICMP,24847,47105,1850,371,76,13,normal
104.166.99.69,181.44.160.117,ICMP,18815,47372,2934,1741,409,36,normal
55.110.53.104,115.76.60.42,ICMP,38714,51383,8468,528,119,24,normal
61.90.50.63,62.192.155.112,TCP,8597,428,766,7488,302,138,icmp_flood
148.17.194.230,82.91.132.106,UDP,29695,59002,435,1185,222,33,normal
34.166.93.251,84.243.252.196,ICMP,59677,60116,5851,8354,189,116,normal
198.150.49.201,9.203.50.186,TCP,5909,39152,6769,9339,552,96,normal
113.179.18.225,187.183.250.78,TCP,42369,22037,4158,6688,515,90,brute_force
165.152.49.2,158.197.126.206,TCP,3745,38598,6328,3304,57,99,normal
20.125.234.102,255.237.76.137,ICMP,40068,34881,3769,5240,427,49,normal
81.137.163.65,126.72.44.31,TCP,37292,6172,3381,1535,412,122,normal
1.230.125.182,64.252.177.49,ICMP,43813,16130,7686,6786,40,9,normal
193.226.17.4,207.251.79.238,TCP,38581,25623,6199,520,345,127,normal
16.97.175.218,242.254.152.14,UDP,51686,39942,8115,7539,143,134,normal
172.152.154.105,25.124.160.118,UDP,51237,55843,6146,6854,124,46,normal
198.219.48.248,85.235.28.65,UDP,6192,6530,9384,452,592,139,normal
209.2.222.223,161.143.197.10,TCP,19648,51395,2785,4166,239,85,normal
104.60.249.16,79.193.60.203,ICMP,7632,35322,6022,1371,128,115,normal
138.224.248.224,79.173.68.212,ICMP,45001,54079,8450,156,184,25,normal
253.250.246.130,246.143.11.232,UDP,61640,59322,7087,7441,585,146,normal
185.9.92.1,181.115.182.190,ICMP,53890,45968,1450,2907,597,23,normal
202.124.214.101,151.28.12.18,ICMP,58415,10067,8840,911,349,110,normal
237.190.72.207,120.33.201.232,ICMP,3362,22311,3621,8617,192,139,normal
44.144.230.50,9.41.187.41,ICMP,38792,58830,6854,2856,387,12,normal
17.175.241.245,60.38.76.129,ICMP,48523,60721,8201,5907,181,70,normal
210.221.106.48,145.120.196.222,ICMP,40013,61195,5024,3467,231,88,normal
215.187.166.80,27.157.4.119,TCP,9068,41732,2346,2779,29,47,normal
