Customer_ID,Age,Gender,City,Annual_Income,Purchase_Frequency,Average_Spending_Per_Transaction,Preferred_Product_Category,Total_Spent
CUST-1159,62,Female,Makassar,148444611,14,584923,Electronics,8188922
CUST-1160,49,Male,Surabaya,175724610,8,812827,Fashion,6502616
CUST-1161,25,Male,Makassar,76316140,20,1664880,Health & Beauty,33297600
CUST-1162,19,Male,Makassar,80515344,20,1528948,Books,30578960
CUST-1163,58,Male,Makassar,106023850,1,1389307,Groceries,1389307
CUST-1164,56,Female,Surabaya,114680317,15,2122852,Books,31842780
CUST-1165,33,Male,Bandung,91768326,13,1827680,Books,23759840
CUST-1166,63,Female,Bandung,155174960,15,2068670,Groceries,31030050
CUST-1167,28,Female,Bandung,133529172,14,2958417,Electronics,41417838
CUST-1168,37,Male,Makassar,94395635,20,1786208,Groceries,35724160
CUST-1169,53,Female,Medan,34618994,20,2573893,Groceries,51477860
CUST-1170,18,Female,Medan,37010535,4,2720111,Fashion,10880444
CUST-1171,53,Female,Jakarta,120076437,11,1448654,Electronics,15935194
CUST-1172,44,Female,Medan,112671055,1,629742,Groceries,629742
CUST-1173,23,Male,Makassar,141443059,15,2792882,Groceries,41893230
CUST-1174,32,Male,Bandung,150520541,17,1081413,Health & Beauty,18384021
CUST-1175,25,Female,Medan,154606985,11,1657195,Health & Beauty,18229145
CUST-1176,47,Female,Surabaya,161380282,19,1805985,Fashion,34313715
CUST-1177,25,Female,Surabaya,52939563,7,2354095,Fashion,16478665
CUST-1178,59,Female,Bandung,146208647,4,2134998,Groceries,8539992
CUST-1179,27,Female,Medan,162782020,4,2309669,Groceries,9238676
CUST-1180,49,Female,Makassar,163037298,1,2288796,Books,2288796
CUST-1181,63,Male,Makassar,98454115,20,2116120,Electronics,42322400
CUST-1182,36,Male,Medan,141327023,3,2283359,Fashion,6850077
CUST-1183,50,Female,Jakarta,186685337,19,2299038,Groceries,43681722
CUST-1184,63,Female,Jakarta,118823398,7,1015170,Fashion,7106190
CUST-1185,35,Male,Surabaya,37616773,19,1663243,Electronics,31601617
CUST-1186,44,Female,Bandung,70560779,5,400718,Fashion,2003590
CUST-1187,48,Male,Surabaya,142909649,17,2486739,Books,42274563
CUST-1188,48,Female,Bandung,43436764,9,1819328,Books,16373952
CUST-1189,33,Male,Bandung,41520578,12,2260171,Fashion,27122052
CUST-1190,47,Female,Bandung,124873035,14,2473789,Electronics,34633046
CUST-1191,53,Female,Bandung,67999433,16,2958745,Books,47339920
CUST-1192,27,Female,Makassar,97409452,20,969953,Electronics,19399060
CUST-1193,42,Female,Medan,40655386,15,2998987,Books,44984805
CUST-1194,30,Female,Bandung,49357423,6,415953,Books,2495718
CUST-1195,56,Male,Medan,64229094,8,1036471,Fashion,8291768
CUST-1196,50,Female,Bandung,94072814,5,1567119,Electronics,7835595
CUST-1197,65,Female,Makassar,50071368,2,62021,Health & Beauty,124042
CUST-1198,26,Male,Makassar,59716111,2,902616,Electronics,1805232
CUST-1199,22,Male,Medan,153232230,5,121951,Groceries,609755
CUST-1200,35,Male,Medan,60399017,10,1570009,Fashion,15700090
CUST-1201,44,Female,Surabaya,74829595,19,2391992,Groceries,45447848
CUST-1202,39,Male,Surabaya,159771023,14,2037791,Books,28529074
CUST-1203,50,Male,Jakarta,188383172,17,610328,Health & Beauty,10375576
CUST-1204,35,Male,Surabaya,26090873,12,512029,Health & Beauty,6144348
CUST-1205,18,Female,Surabaya,98697073,10,299885,Books,2998850
CUST-1206,36,Female,Bandung,131813207,19,1515269,Fashion,28790111
CUST-1207,64,Male,Jakarta,165340338,18,1563550,Health & Beauty,28143900
CUST-1208,37,Female,Surabaya,55440826,5,634473,Groceries,3172365
CUST-1209,55,Male,Surabaya,147212882,5,1286050,Electronics,6430250
CUST-1210,55,Male,Medan,113066638,16,1981008,Electronics,31696128
CUST-1211,60,Female,Jakarta,132777780,10,654567,Health & Beauty,6545670
CUST-1212,49,Male,Jakarta,139147775,20,2363160,Health & Beauty,47263200
CUST-1213,27,Female,Jakarta,193056162,11,1816124,Health & Beauty,19977364
CUST-1214,46,Male,Medan,25766610,10,1067107,Groceries,10671070
CUST-1215,52,Female,Makassar,98253444,12,933896,Electronics,11206752
CUST-1216,48,Female,Jakarta,70750584,1,991986,Fashion,991986
CUST-1217,40,Male,Jakarta,36897881,17,284317,Groceries,4833389
CUST-1218,39,Female,Medan,25915409,19,627980,Electronics,11931620
CUST-1219,53,Male,Makassar,82365089,5,541722,Groceries,2708610
CUST-1220,52,Male,Jakarta,159484561,2,2968315,Electronics,5936630
CUST-1221,42,Female,Jakarta,193052831,8,650106,Fashion,5200848
CUST-1222,47,Female,Bandung,110161394,17,1633185,Electronics,27764145
CUST-1223,38,Male,Makassar,130512657,18,160506,Groceries,2889108
CUST-1224,30,Female,Surabaya,175344835,2,2969749,Fashion,5939498
CUST-1225,62,Male,Jakarta,112017655,14,1831357,Books,25638998
CUST-1226,33,Male,Medan,196029369,12,1608956,Groceries,19307472
CUST-1227,54,Male,Bandung,193423055,7,276841,Groceries,1937887
CUST-1228,42,Male,Surabaya,107592210,7,2991892,Health & Beauty,20943244
CUST-1229,32,Female,Surabaya,150499465,7,494637,Books,3462459
CUST-1230,44,Male,Bandung,179278125,3,2829763,Electronics,8489289
CUST-1231,20,Male,Medan,198739182,11,2489436,Groceries,27383796
CUST-1232,38,Male,Surabaya,162315413,7,359415,Electronics,2515905
CUST-1233,65,Female,Surabaya,167228448,16,2049955,Health & Beauty,32799280
CUST-1234,48,Male,Makassar,139522579,15,2541104,Electronics,38116560
CUST-1235,63,Male,Surabaya,142945342,20,713426,Books,14268520
CUST-1236,42,Female,Jakarta,101626481,11,176608,Groceries,1942688
CUST-1237,42,Male,Jakarta,172270458,19,666087,Fashion,12655653
CUST-1238,60,Female,Bandung,55421199,19,1581945,Books,30056955
CUST-1239,59,Male,Bandung,102274126,11,642560,Electronics,7068160
CUST-1240,27,Female,Medan,66100332,20,381321,Electronics,7626420
CUST-1241,49,Male,Medan,89795220,10,1077796,Fashion,10777960
CUST-1242,20,Male,Makassar,80876312,14,373235,Fashion,5225290
CUST-1243,26,Female,Bandung,149988021,11,102335,Books,1125685
CUST-1244,50,Male,Makassar,119831766,6,2437327,Health & Beauty,14623962
CUST-1245,55,Male,Medan,97348680,4,1796906,Fashion,7187624
CUST-1246,39,Male,Surabaya,32702080,15,677959,Fashion,10169385
CUST-1247,24,Female,Makassar,59819268,2,815143,Groceries,1630286
CUST-1248,46,Female,Surabaya,114790169,16,2020336,Health & Beauty,32325376
CUST-1249,24,Female,Makassar,96338220,8,637673,Fashion,5101384
CUST-1250,51,Male,Makassar,142386846,1,2262285,Health & Beauty,2262285
CUST-1251,47,Female,Medan,64657746,8,2979989,Fashion,23839912
CUST-1252,18,Male,Makassar,186062287,8,1306226,Health & Beauty,10449808
CUST-1253,64,Male,Medan,63161705,15,2022096,Groceries,30331440
CUST-1254,27,Male,Makassar,163697979,20,1776050,Fashion,35521000
CUST-1255,44,Male,Makassar,96570297,7,1464893,Fashion,10254251
CUST-1256,59,Male,Bandung,68930550,8,1912160,Electronics,15297280
CUST-1257,27,Female,Bandung,67072665,16,2754684,Books,44074944
CUST-1258,22,Female,Medan,198873567,11,2966077,Fashion,32626847
CUST-1259,48,Male,Makassar,61200762,13,105404,Electronics,1370252
CUST-1260,34,Male,Surabaya,63286482,7,1252796,Health & Beauty,8769572
CUST-1261,39,Female,Jakarta,83862225,13,516686,Electronics,6716918
CUST-1262,57,Female,Medan,51384758,6,703838,Health & Beauty,4223028
CUST-1263,62,Male,Bandung,31046508,1,301661,Books,301661
CUST-1264,43,Male,Bandung,104993601,12,2744648,Books,32935776
CUST-1265,59,Male,Medan,174222926,1,184717,Fashion,184717
CUST-1266,23,Male,Bandung,53949975,3,2584087,Fashion,7752261
CUST-1267,39,Male,Surabaya,138350143,12,778048,Electronics,9336576
CUST-1268,61,Female,Bandung,89902524,1,2160974,Health & Beauty,2160974
CUST-1269,52,Female,Jakarta,119233110,18,722551,Groceries,13005918
CUST-1270,42,Female,Jakarta,69525425,4,95581,Books,382324
CUST-1271,38,Female,Makassar,75070972,5,1712583,Health & Beauty,8562915
CUST-1272,58,Male,Surabaya,170991519,10,1826794,Books,18267940
CUST-1273,63,Male,Bandung,29311780,15,2901722,Fashion,43525830
CUST-1274,49,Female,Bandung,198658098,7,1955457,Groceries,13688199
CUST-1275,52,Male,Medan,105078943,19,2374298,Health & Beauty,45111662
CUST-1276,20,Male,Makassar,112300730,12,1132358,Books,13588296
CUST-1277,57,Female,Jakarta,59713472,2,2449415,Fashion,4898830
CUST-1278,22,Male,Medan,120103591,1,2155005,Groceries,2155005
CUST-1279,33,Female,Medan,140374268,7,1333599,Fashion,9335193
CUST-1280,58,Male,Bandung,164919334,7,1003427,Groceries,7023989
CUST-1281,61,Male,Jakarta,63646963,10,1827001,Health & Beauty,18270010
CUST-1282,36,Female,Medan,163248691,6,707669,Health & Beauty,4246014
CUST-1283,32,Female,Bandung,100949334,8,1190127,Health & Beauty,9521016
CUST-1284,65,Male,Makassar,52612229,9,435609,Books,3920481
CUST-1285,23,Male,Surabaya,26690809,6,2237333,Groceries,13423998
CUST-1286,45,Female,Jakarta,128598873,11,1633602,Books,17969622
CUST-1287,24,Female,Makassar,154061206,18,574847,Health & Beauty,10347246
CUST-1288,58,Male,Bandung,59026189,8,938623,Groceries,7508984
CUST-1289,63,Male,Surabaya,142954373,6,1729409,Electronics,10376454
CUST-1290,24,Female,Medan,105957847,7,2646457,Fashion,18525199
CUST-1291,46,Male,Makassar,61890231,1,284867,Electronics,284867
CUST-1292,28,Male,Medan,21152742,6,968160,Groceries,5808960
CUST-1293,62,Female,Medan,166604838,9,1695387,Health & Beauty,15258483
CUST-1294,37,Female,Surabaya,156206574,4,820467,Health & Beauty,3281868
CUST-1295,19,Male,Surabaya,108927470,1,2395850,Groceries,2395850
CUST-1296,20,Female,Medan,193743225,5,2587903,Fashion,12939515
CUST-1297,38,Female,Medan,99337943,13,373839,Health & Beauty,4859907
CUST-1298,21,Female,Surabaya,147214426,4,2954247,Electronics,11816988
CUST-1299,36,Male,Bandung,97799890,11,2014763,Fashion,22162393
CUST-1300,40,Female,Jakarta,174008825,7,2052428,Health & Beauty,14366996
CUST-1301,41,Male,Medan,199016312,10,1363612,Groceries,13636120
CUST-1302,45,Male,Surabaya,59482419,15,2787622,Electronics,41814330
CUST-1303,27,Male,Makassar,171728178,8,2742285,Groceries,21938280
CUST-1304,33,Male,Makassar,138676800,12,1749112,Health & Beauty,20989344
CUST-1305,51,Female,Bandung,110914909,12,1645807,Fashion,19749684
CUST-1306,44,Male,Bandung,50149494,6,741323,Health & Beauty,4447938
CUST-1307,54,Male,Makassar,148575545,17,279309,Health & Beauty,4748253
CUST-1308,61,Male,Bandung,30759139,20,1608092,Books,32161840
CUST-1309,29,Female,Medan,57426155,14,2762234,Health & Beauty,38671276
CUST-1310,28,Female,Surabaya,167897197,3,1829315,Fashion,5487945
CUST-1311,29,Female,Jakarta,51373689,4,866759,Electronics,3467036
CUST-1312,23,Female,Surabaya,102700187,5,1182124,Groceries,5910620
CUST-1313,57,Female,Surabaya,26656016,5,504666,Groceries,2523330
CUST-1314,42,Male,Bandung,127811711,7,487885,Books,3415195
CUST-1315,57,Male,Jakarta,185764796,7,376352,Fashion,2634464
CUST-1316,61,Female,Medan,79153724,18,1571280,Health & Beauty,28283040
CUST-1317,33,Male,Makassar,139714883,13,2579962,Electronics,33539506
CUST-1318,49,Female,Medan,115937100,12,1457070,Books,17484840
CUST-1319,55,Male,Bandung,44825214,11,167645,Groceries,1844095
CUST-1320,27,Male,Makassar,107608332,20,1054661,Groceries,21093220
CUST-1321,32,Male,Medan,34772979,14,1233661,Groceries,17271254
CUST-1322,47,Female,Surabaya,183249346,8,732666,Health & Beauty,5861328
CUST-1323,58,Female,Bandung,192151055,2,2321500,Health & Beauty,4643000
CUST-1324,34,Male,Jakarta,72385110,20,496544,Health & Beauty,9930880
CUST-1325,47,Female,Surabaya,176613684,19,323968,Health & Beauty,6155392
CUST-1326,34,Female,Jakarta,161313508,7,938814,Health & Beauty,6571698
CUST-1327,60,Male,Makassar,79631286,18,2554464,Groceries,45980352
CUST-1328,18,Male,Jakarta,94605506,10,96040,Electronics,960400
CUST-1329,47,Male,Surabaya,72537027,5,1346543,Groceries,6732715
CUST-1330,36,Male,Jakarta,26052856,11,837454,Health & Beauty,9211994
CUST-1331,61,Female,Bandung,42438398,8,2363961,Fashion,18911688
CUST-1332,52,Male,Bandung,164528949,2,896099,Groceries,1792198
CUST-1333,28,Female,Surabaya,139576743,9,2727597,Electronics,24548373
CUST-1334,22,Male,Medan,43455067,5,185756,Groceries,928780
CUST-1335,46,Female,Jakarta,157381916,17,1058038,Health & Beauty,17986646
CUST-1336,40,Male,Surabaya,125877282,19,1178972,Health & Beauty,22400468
CUST-1337,55,Male,Jakarta,72197284,16,406680,Fashion,6506880
CUST-1338,37,Male,Surabaya,151658293,7,2441268,Books,17088876
CUST-1339,58,Male,Jakarta,105297463,3,2418929,Fashion,7256787
CUST-1340,45,Male,Medan,181912716,16,238217,Books,3811472
CUST-1341,62,Male,Surabaya,182424340,20,2414494,Fashion,48289880
CUST-1342,34,Female,Bandung,157319724,3,2079233,Electronics,6237699
CUST-1343,47,Female,Medan,35045166,6,241598,Books,1449588
CUST-1344,37,Female,Bandung,198983739,17,251531,Books,4276027
CUST-1345,30,Male,Medan,116922613,13,1369445,Groceries,17802785
CUST-1346,42,Female,Bandung,126718663,17,440954,Fashion,7496218
CUST-1347,48,Male,Medan,59713935,12,1344382,Books,16132584
CUST-1348,24,Female,Jakarta,134793867,16,85562,Books,1368992
CUST-1349,33,Male,Bandung,119221788,17,1545894,Electronics,26280198
CUST-1350,42,Male,Jakarta,123646317,15,1234480,Electronics,18517200
CUST-1351,54,Female,Surabaya,120081100,6,1719905,Health & Beauty,10319430
CUST-1352,40,Female,Jakarta,23272441,11,2148058,Electronics,23628638
CUST-1353,54,Female,Bandung,96410251,12,867401,Groceries,10408812
CUST-1354,36,Male,Medan,112588815,17,1368993,Groceries,23272881
CUST-1355,62,Female,Jakarta,114316148,16,1688468,Books,27015488
CUST-1356,36,Male,Makassar,102701029,16,1542489,Electronics,24679824
CUST-1357,19,Female,Medan,139608407,16,593233,Electronics,9491728
CUST-1358,60,Female,Surabaya,170601153,9,2997156,Books,26974404
CUST-1359,43,Female,Surabaya,43514579,19,2879839,Fashion,54716941
CUST-1360,35,Male,Bandung,77900227,13,458440,Groceries,5959720
CUST-1361,18,Female,Medan,139244494,19,1439649,Books,27353331
CUST-1362,54,Male,Jakarta,131564398,2,1758283,Fashion,3516566
CUST-1363,61,Female,Jakarta,138783861,7,2162160,Fashion,15135120
CUST-1364,65,Male,Surabaya,97479604,8,473636,Books,3789088
CUST-1365,21,Female,Medan,63967135,7,2156283,Health & Beauty,15093981
CUST-1366,56,Male,Medan,133771588,15,679928,Fashion,10198920
CUST-1367,65,Male,Surabaya,131184298,8,149343,Groceries,1194744
CUST-1368,49,Male,Jakarta,57464914,13,2512792,Fashion,32666296
CUST-1369,36,Male,Surabaya,177619948,7,1652692,Groceries,11568844
CUST-1370,32,Male,Medan,180507145,10,2050486,Groceries,20504860
CUST-1371,56,Male,Jakarta,43106381,14,2509364,Health & Beauty,35131096
CUST-1372,40,Male,Makassar,58557876,13,206901,Fashion,2689713
CUST-1373,32,Male,Surabaya,75776536,19,1266848,Books,24070112
CUST-1374,58,Female,Medan,101397988,6,726218,Fashion,4357308
CUST-1375,30,Female,Medan,147402991,12,685595,Electronics,8227140
CUST-1376,57,Female,Bandung,161009425,9,2912083,Electronics,26208747
CUST-1377,34,Male,Bandung,110037747,18,1992408,Electronics,35863344
CUST-1378,61,Male,Surabaya,37747818,3,380313,Books,1140939
CUST-1379,64,Male,Jakarta,178559156,5,2675436,Electronics,13377180
CUST-1380,60,Female,Makassar,120870638,3,441290,Books,1323870
CUST-1381,61,Male,Makassar,43742655,10,1021275,Health & Beauty,10212750
CUST-1382,26,Female,Jakarta,21776738,15,954489,Health & Beauty,14317335
CUST-1383,58,Male,Bandung,129913753,17,2908249,Electronics,49440233
CUST-1384,24,Female,Medan,191478179,12,2793998,Fashion,33527976
CUST-1385,58,Female,Bandung,93371156,8,640820,Groceries,5126560
CUST-1386,59,Female,Surabaya,131270259,19,725480,Groceries,13784120
CUST-1387,20,Male,Bandung,66947485,2,2153946,Electronics,4307892
CUST-1388,37,Female,Jakarta,169200143,15,2215522,Fashion,33232830
CUST-1389,46,Male,Surabaya,144049383,17,2603236,Fashion,44255012
CUST-1390,20,Male,Jakarta,172448877,20,2782148,Electronics,55642960
CUST-1391,55,Male,Surabaya,56756072,11,2244825,Groceries,24693075
CUST-1392,41,Male,Medan,73487795,14,1481999,Electronics,20747986
CUST-1393,64,Male,Bandung,69930717,15,1926868,Health & Beauty,28903020
CUST-1394,26,Female,Jakarta,122480479,15,600282,Health & Beauty,9004230
CUST-1395,23,Male,Surabaya,97702177,14,1471955,Fashion,20607370
CUST-1396,36,Female,Bandung,168677520,14,1269878,Groceries,17778292
CUST-1397,38,Female,Makassar,151690575,12,1561276,Electronics,18735312
CUST-1398,65,Female,Jakarta,31336810,16,2665025,Electronics,42640400
CUST-1399,44,Female,Medan,101065601,11,1857331,Electronics,20430641
CUST-1400,29,Male,Surabaya,177090644,9,217826,Books,1960434
CUST-1401,30,Female,Jakarta,101581395,13,2914178,Health & Beauty,37884314
CUST-1402,26,Male,Jakarta,152634088,1,1675855,Electronics,1675855
CUST-1403,52,Female,Makassar,170130865,6,1052902,Electronics,6317412
CUST-1404,41,Male,Medan,144406905,15,925857,Books,13887855
CUST-1405,51,Female,Makassar,80269188,8,2610149,Books,20881192
CUST-1406,50,Female,Surabaya,27204810,9,2595426,Fashion,23358834
CUST-1407,35,Male,Bandung,20656774,3,364565,Electronics,1093695
CUST-1408,28,Female,Jakarta,61345494,12,689217,Books,8270604
CUST-1409,34,Female,Surabaya,90511826,3,2427754,Health & Beauty,7283262
CUST-1410,48,Female,Surabaya,100576111,10,2683140,Fashion,26831400
CUST-1411,36,Male,Medan,191947728,17,2136761,Books,36324937
CUST-1412,65,Male,Jakarta,190875496,17,458550,Groceries,7795350
CUST-1413,39,Male,Makassar,146846805,18,112670,Groceries,2028060
CUST-1414,25,Male,Bandung,53333489,3,648202,Health & Beauty,1944606
CUST-1415,47,Female,Jakarta,195506583,9,1348314,Books,12134826
CUST-1416,22,Male,Jakarta,198754782,8,2344854,Electronics,18758832
CUST-1417,27,Male,Bandung,97225936,4,415607,Groceries,1662428
CUST-1418,32,Female,Surabaya,131979669,4,2142589,Groceries,8570356
CUST-1419,61,Male,Makassar,68149887,3,444742,Health & Beauty,1334226
CUST-1420,64,Female,Jakarta,152039776,12,1957602,Fashion,23491224
CUST-1421,61,Male,Surabaya,193083382,2,1365831,Electronics,2731662
CUST-1422,43,Female,Medan,85699649,18,761847,Groceries,13713246
CUST-1423,53,Female,Surabaya,27634999,7,1289870,Books,9029090
CUST-1424,41,Male,Bandung,52039022,11,727264,Health & Beauty,7999904
CUST-1425,23,Male,Makassar,94414880,7,335891,Health & Beauty,2351237
CUST-1426,43,Male,Bandung,152352161,11,1224897,Groceries,13473867
CUST-1427,18,Female,Medan,37911309,9,2468065,Health & Beauty,22212585
CUST-1428,34,Female,Surabaya,180763665,10,1573909,Electronics,15739090
CUST-1429,52,Male,Jakarta,117109079,9,1532134,Fashion,13789206
CUST-1430,25,Male,Medan,175978654,7,424254,Health & Beauty,2969778
CUST-1431,47,Female,Bandung,148979453,20,348357,Books,6967140
CUST-1432,41,Male,Surabaya,171820272,5,801561,Groceries,4007805
CUST-1433,61,Male,Bandung,137056249,18,1982488,Health & Beauty,35684784
CUST-1434,65,Male,Jakarta,89232600,9,1131895,Groceries,10187055
CUST-1435,61,Female,Medan,188576404,1,2035000,Books,2035000
CUST-1436,34,Female,Medan,147786205,10,1123852,Books,11238520
CUST-1437,55,Female,Makassar,52100501,10,1904072,Fashion,19040720
CUST-1438,42,Male,Bandung,120180707,12,2777522,Health & Beauty,33330264
CUST-1439,58,Male,Makassar,157580114,13,639078,Electronics,8308014
CUST-1440,41,Male,Medan,174421170,13,569952,Health & Beauty,7409376
CUST-1441,24,Female,Surabaya,24709720,19,2435440,Health & Beauty,46273360
CUST-1442,61,Male,Makassar,89668983,1,2097906,Groceries,2097906
CUST-1443,32,Male,Surabaya,63713971,16,216063,Books,3457008
CUST-1444,48,Female,Makassar,176136690,17,1574512,Electronics,26766704
CUST-1445,19,Male,Bandung,35706265,5,1252192,Health & Beauty,6260960
CUST-1446,57,Male,Bandung,59228385,13,1731660,Fashion,22511580
CUST-1447,53,Female,Medan,105813745,8,1765609,Books,14124872
CUST-1448,38,Female,Bandung,143760547,8,2649140,Electronics,21193120
CUST-1449,57,Female,Makassar,56372304,7,2904579,Health & Beauty,20332053
CUST-1450,32,Female,Makassar,115934930,16,590999,Fashion,9455984
CUST-1451,59,Female,Surabaya,63837887,8,1898965,Health & Beauty,15191720
CUST-1452,22,Female,Jakarta,34197103,17,1588186,Groceries,26999162
CUST-1453,58,Female,Makassar,93194390,19,2199493,Health & Beauty,41790367
CUST-1454,47,Female,Surabaya,116949074,18,2669896,Books,48058128
CUST-1455,62,Male,Medan,132612432,15,1365524,Electronics,20482860
CUST-1456,37,Male,Bandung,190791289,15,1617340,Groceries,24260100
CUST-1457,59,Male,Bandung,115558815,11,400184,Groceries,4402024
CUST-1458,44,Male,Makassar,33076807,3,2911357,Fashion,8734071
CUST-1459,25,Male,Bandung,97807681,11,1783062,Electronics,19613682
CUST-1460,26,Male,Medan,98292985,7,2172076,Electronics,15204532
CUST-1461,20,Male,Jakarta,162166727,14,1937823,Books,27129522
CUST-1462,20,Male,Makassar,191515901,14,1152378,Fashion,16133292
CUST-1463,37,Female,Medan,40623004,7,2912845,Fashion,20389915
CUST-1464,49,Female,Surabaya,157939987,15,228994,Health & Beauty,3434910
CUST-1465,25,Female,Jakarta,72026772,15,2653042,Books,39795630
CUST-1466,24,Female,Makassar,188585506,18,2750573,Fashion,49510314
CUST-1467,33,Male,Bandung,69190125,1,289321,Electronics,289321
CUST-1468,52,Female,Makassar,45369472,12,1076836,Fashion,12922032
CUST-1469,26,Male,Surabaya,180729080,5,2984944,Health & Beauty,14924720
CUST-1470,42,Female,Bandung,64865206,19,2402167,Books,45641173
CUST-1471,47,Female,Jakarta,165951668,5,83315,Health & Beauty,416575
CUST-1472,41,Female,Makassar,106599119,10,698280,Books,6982800
CUST-1473,60,Female,Medan,104882091,1,491651,Books,491651
CUST-1474,65,Male,Surabaya,100818483,16,1269118,Fashion,20305888
CUST-1475,62,Male,Makassar,92869212,12,1626310,Electronics,19515720
CUST-1476,52,Male,Medan,117313941,11,713563,Health & Beauty,7849193
CUST-1477,44,Female,Makassar,45725084,8,2441314,Groceries,19530512
CUST-1478,55,Male,Surabaya,163457363,14,1724703,Health & Beauty,24145842
CUST-1479,65,Male,Makassar,175705084,14,356094,Groceries,4985316
CUST-1480,64,Female,Bandung,114389788,13,985544,Groceries,12812072
CUST-1481,27,Male,Bandung,58578876,18,1678325,Fashion,30209850
CUST-1482,44,Male,Medan,23462191,10,1988936,Electronics,19889360
CUST-1483,59,Male,Bandung,56762086,11,2856620,Groceries,31422820
CUST-1484,24,Female,Jakarta,159095401,19,442180,Books,8401420
CUST-1485,49,Female,Jakarta,95542505,1,1513551,Books,1513551
CUST-1486,57,Male,Makassar,120130235,19,2004032,Health & Beauty,38076608
CUST-1487,44,Female,Jakarta,150164090,2,2014984,Electronics,4029968
CUST-1488,35,Female,Jakarta,130593932,5,2744775,Groceries,13723875
CUST-1489,20,Male,Surabaya,111352099,5,2294438,Fashion,11472190
CUST-1490,62,Male,Surabaya,63762803,11,1999734,Books,21997074
CUST-1491,41,Female,Jakarta,47492584,19,507678,Health & Beauty,9645882
CUST-1492,31,Female,Surabaya,78485701,20,409965,Books,8199300
CUST-1493,46,Male,Jakarta,61488018,20,806121,Health & Beauty,16122420
CUST-1494,46,Male,Medan,155125816,19,504445,Groceries,9584455
CUST-1495,33,Female,Surabaya,79354703,13,1714907,Fashion,22293791
CUST-1496,41,Male,Jakarta,70577744,13,1866613,Groceries,24265969
CUST-1497,24,Male,Jakarta,169962866,7,886642,Health & Beauty,6206494
CUST-1498,61,Male,Makassar,184665920,13,1734098,Health & Beauty,22543274
CUST-1499,41,Male,Medan,161103855,3,1428754,Books,4286262
CUST-1500,52,Male,Medan,162833339,18,320413,Books,5767434
CUST-1501,59,Male,Makassar,167938222,13,1380789,Electronics,17950257
CUST-1502,40,Male,Makassar,50592712,7,1486228,Electronics,10403596
CUST-1503,21,Male,Makassar,132030533,16,2584909,Health & Beauty,41358544
CUST-1504,43,Female,Bandung,143612207,4,2089669,Electronics,8358676
CUST-1505,35,Female,Jakarta,40508556,11,941856,Health & Beauty,10360416
CUST-1506,30,Male,Bandung,51290353,19,2995621,Fashion,56916799
CUST-1507,25,Female,Surabaya,55227363,15,2047409,Electronics,30711135
CUST-1508,47,Male,Makassar,24665247,10,529519,Fashion,5295190
CUST-1509,23,Male,Jakarta,148719695,3,1217589,Books,3652767
CUST-1510,60,Male,Jakarta,113471886,6,1956641,Electronics,11739846
CUST-1511,31,Male,Surabaya,103637365,4,210567,Fashion,842268
CUST-1512,59,Female,Medan,117326258,18,2336236,Fashion,42052248
CUST-1513,58,Male,Jakarta,57316280,6,703225,Health & Beauty,4219350
CUST-1514,56,Male,Medan,138631802,2,2021186,Electronics,4042372
CUST-1515,19,Female,Jakarta,180430085,20,660329,Electronics,13206580
CUST-1516,21,Male,Bandung,160424252,16,2735262,Health & Beauty,43764192
CUST-1517,39,Male,Makassar,111817041,1,945358,Health & Beauty,945358
CUST-1518,33,Female,Medan,66226506,6,1392960,Fashion,8357760
CUST-1519,26,Male,Bandung,101788058,7,2433231,Books,17032617
CUST-1520,54,Male,Jakarta,27720078,3,181379,Health & Beauty,544137
CUST-1521,31,Female,Makassar,51835610,13,2571101,Fashion,33424313
CUST-1522,22,Female,Bandung,79688730,10,1645030,Books,16450300
CUST-1523,53,Female,Makassar,54551529,7,311725,Health & Beauty,2182075
CUST-1524,31,Male,Jakarta,58214293,8,1566210,Health & Beauty,12529680
CUST-1525,55,Female,Jakarta,80820611,10,1854010,Electronics,18540100
CUST-1526,31,Female,Bandung,102524662,17,2035623,Groceries,34605591
CUST-1527,32,Male,Jakarta,53646822,3,945151,Electronics,2835453
CUST-1528,39,Female,Surabaya,76328766,15,276817,Health & Beauty,4152255
CUST-1529,27,Male,Makassar,54955194,2,937065,Groceries,1874130
CUST-1530,56,Male,Jakarta,41100358,12,146228,Groceries,1754736
CUST-1531,18,Female,Jakarta,134032743,17,2917525,Books,49597925
CUST-1532,35,Female,Surabaya,49990198,1,1823856,Groceries,1823856
CUST-1533,27,Female,Makassar,40866911,6,1181825,Books,7090950
CUST-1534,26,Male,Medan,25048306,11,1107263,Groceries,12179893
CUST-1535,52,Male,Surabaya,149991183,14,2716265,Books,38027710
CUST-1536,34,Male,Surabaya,135762112,13,788640,Fashion,10252320
CUST-1537,29,Female,Makassar,31413054,6,400607,Fashion,2403642
CUST-1538,25,Female,Surabaya,72707568,4,644491,Groceries,2577964
CUST-1539,60,Female,Makassar,48942008,5,340493,Books,1702465
CUST-1540,19,Female,Surabaya,28802726,18,1198842,Fashion,21579156
CUST-1541,26,Male,Makassar,197110718,14,1748980,Books,24485720
CUST-1542,18,Male,Makassar,157836020,16,392712,Groceries,6283392
CUST-1543,40,Female,Medan,179229516,3,1301315,Books,3903945
CUST-1544,33,Female,Jakarta,35908891,13,1943396,Books,25264148
